year_built,area,url,price,bedrooms,postal_code,rooms,address,property_type
1922,52,http://www.funda.nl/koop/amsterdam/appartement-49809168-van-hilligaertstraat-4-a/,270.0,1,1072 JZ,2,Van Hilligaertstraat 4 A,apartment
1999,100,http://www.funda.nl/koop/amsterdam/appartement-49868812-ladogameerhof-143/,245.0,3,1060 RE,4,Ladogameerhof 143,apartment
2007,76,http://www.funda.nl/koop/amsterdam/appartement-49875576-jan-van-zutphenstraat-193/,262.0,2,1069 RR,3,Jan van Zutphenstraat 193,apartment
1886,194,http://www.funda.nl/koop/amsterdam/appartement-49862673-vijzelgracht-10-c/,650.0,4,1017 HR,6,Vijzelgracht 10 - C,apartment
1902,65,http://www.funda.nl/koop/amsterdam/appartement-49873810-madurastraat-14-e/,275.0,1,1094 GL,2,Madurastraat 14 E,apartment
2009,125,http://www.funda.nl/koop/amsterdam/appartement-49872436-meer-en-vaart-126-a/,345.0,3,1068 ZZ,4,Meer en Vaart 126 A,apartment
2002,100,http://www.funda.nl/koop/amsterdam/appartement-49869668-waterlooplein-171/,549.0,2,1011 PG,3,Waterlooplein 171,apartment
2005,124,http://www.funda.nl/koop/amsterdam/appartement-49870968-sem-presserhof-45/,325.0,3,1087 JE,5,Sem Presserhof 45,apartment
1898,100,http://www.funda.nl/koop/amsterdam/appartement-49802920-zeeburgerkade-792/,375.0,2,1019 HT,3,Zeeburgerkade 792,apartment
1755,108,http://www.funda.nl/koop/amsterdam/appartement-49872187-keizersgracht-130-b/,750.0,2,1015 CW,3,Keizersgracht 130 B,apartment
2005,44,http://www.funda.nl/koop/amsterdam/appartement-49874821-bloedstraat-13-b/,249.0,1,1012 BS,2,Bloedstraat 13 B,apartment
1928,130,http://www.funda.nl/koop/amsterdam/appartement-49874568-postjeskade-17-3/,649.0,3,1058 DE,4,Postjeskade 17 3,apartment
1902,26,http://www.funda.nl/koop/amsterdam/appartement-49889957-madurastraat-22-g/,168.0,1,1094 GM,1,Madurastraat 22 G,apartment
1930,78,http://www.funda.nl/koop/amsterdam/appartement-49886754-sassenheimstraat-32-iii/,399.0,3,1059 BH,4,Sassenheimstraat 32 III,apartment
1969,95,http://www.funda.nl/koop/amsterdam/appartement-49885977-wipmolen-29/,175.0,3,1035 CW,4,Wipmolen 29,apartment
1917,129,http://www.funda.nl/koop/amsterdam/appartement-49819974-van-der-helstplein-4-iii/,650.0,3,1072 PH,4,Van der Helstplein 4 III,apartment
1926,110,http://www.funda.nl/koop/amsterdam/appartement-49812451-admiralengracht-191-iii-iv/,435.0,2,1057 EV,3,Admiralengracht 191 III/IV,apartment
1994,89,http://www.funda.nl/koop/amsterdam/appartement-49812431-venetiehof-69/,350.0,2,1019 NB,3,Venetiëhof 69,apartment
1965,81,http://www.funda.nl/koop/amsterdam/appartement-49812131-pieter-calandlaan-273/,165.0,2,1068 NE,3,Pieter Calandlaan 273,apartment
1892,108,http://www.funda.nl/koop/amsterdam/appartement-49814149-derde-helmersstraat-4-h/,800.0,3,1054 BG,4,Derde Helmersstraat 4 H,apartment
1990,83,http://www.funda.nl/koop/amsterdam/appartement-49811799-catharina-boudewijnshof-71/,200.0,3,1064 PG,4,Catharina Boudewijnshof 71,apartment
1983,47,http://www.funda.nl/koop/amsterdam/appartement-49813572-wagenaarstraat-97-4/,185.0,1,1093 CH,2,Wagenaarstraat 97 -4,apartment
2004,113,http://www.funda.nl/koop/amsterdam/appartement-49825544-geuzenkade-96-d/,550.0,3,1056 LB,4,Geuzenkade 96 D,apartment
2000,117,http://www.funda.nl/koop/amsterdam/huis-49786941-stentorstraat-63-c/,340.0,2,1035 XC,4,Stentorstraat 63 C,house
2014,83,http://www.funda.nl/koop/amsterdam/appartement-49747846-dichtershofje-39/,475.0,1,1053 RR,2,Dichtershofje 39,apartment
1964,217,http://www.funda.nl/koop/amsterdam/huis-49784421-buiksloterdijk-449/,600.0,5,1034 ZB,8,Buiksloterdijk 449,house
1999,198,http://www.funda.nl/koop/amsterdam/huis-49881042-noorderakerweg-78/,650.0,4,1069 LW,8,Noorderakerweg 78,house
1996,121,http://www.funda.nl/koop/amsterdam/huis-49878957-appelweg-36/,500.0,3,1033 AV,4,Appelweg 36,house
1999,186,http://www.funda.nl/koop/amsterdam/huis-49795319-osdorperweg-888/,625.0,4,1067 TD,4,Osdorperweg 888,house
1967,123,http://www.funda.nl/koop/amsterdam/huis-49881821-hilversumstraat-32/,300.0,4,1024 JZ,5,Hilversumstraat 32,house
1906,182,http://www.funda.nl/koop/amsterdam/huis-49891261-dorpsstraat-holysloot-41/,650.0,4,1028 BC,5,Dorpsstraat Holysloot 41,house
1938,296,http://www.funda.nl/koop/amsterdam/huis-49897090-herman-gorterstraat-1/,2.85,7,1077 WD,10,Herman Gorterstraat 1,house
2014,119,http://www.funda.nl/koop/amsterdam/huis-49808930-albardagracht-72/,315.0,4,1067 DZ,5,Albardagracht 72,house
1918,46,http://www.funda.nl/koop/amsterdam/huis-49801360-brede-vogelstraat-2/,200.0,1,1022 XN,2,Brede Vogelstraat 2,house
2015,237,http://www.funda.nl/koop/amsterdam/huis-49803360-kea-boumanstraat-140/,825.0,4,1095 MA,6,Kea Boumanstraat 140,house
1900,110,http://www.funda.nl/koop/amsterdam/huis-49800038-dorpsstraat-holysloot-57/,375.0,3,1028 BC,4,Dorpsstraat Holysloot 57,house
2007,190,http://www.funda.nl/koop/amsterdam/huis-49809871-paul-schuitemahof-7/,590.0,4,1087 EG,6,Paul Schuitemahof 7,house
2001,130,http://www.funda.nl/koop/amsterdam/huis-49815772-oostakkerstraat-65-pp/,359.0,3,1066 HR,5,Oostakkerstraat 65 + PP,house
2003,200,http://www.funda.nl/koop/amsterdam/huis-49815936-ibizastraat-3/,725.0,5,1060 LR,7,Ibizastraat 3,house
1930,68,http://www.funda.nl/koop/amsterdam/huis-49812819-jacob-honigstraat-10/,250.0,2,1035 XX,3,Jacob Honigstraat 10,house
1930,93,http://www.funda.nl/koop/amsterdam/appartement-49897172-waalstraat-112-ii/,450.0,2,1079 EC,4,Waalstraat 112 II,apartment
2006,81,http://www.funda.nl/koop/amsterdam/appartement-49893274-jan-olphert-vaillantlaan-115/,359.0,3,1086 XZ,4,Jan Olphert Vaillantlaan 115,apartment
2007,196,http://www.funda.nl/koop/amsterdam/huis-85185035-cornelis-zillesenlaan-106/,735.0,3,1086 ZK,6,Cornelis Zillesenlaan 106,house
1914,130,http://www.funda.nl/koop/amsterdam/appartement-49893141-valeriusstraat-173-hs/,1.1,4,1075 EW,6,Valeriusstraat 173 hs,apartment
1969,140,http://www.funda.nl/koop/amsterdam/huis-49813621-pieter-calandlaan-453/,319.0,3,1068 NM,5,Pieter Calandlaan 453,house
1913,459,http://www.funda.nl/koop/amsterdam/huis-49701161-johannes-vermeerstraat-16/,3.445,5,1071 DR,10,Johannes Vermeerstraat 16 *,house
1957,68,http://www.funda.nl/koop/amsterdam/appartement-49893299-robert-fruinlaan-24-iii/,175.0,2,1065 XX,3,Robert Fruinlaan 24 III,apartment
2008,83,http://www.funda.nl/koop/amsterdam/appartement-49804203-lumierestraat-58/,275.0,2,1087 KH,3,Lumièrestraat 58,apartment
1903,69,http://www.funda.nl/koop/amsterdam/appartement-49810617-jacob-catskade-49-ii/,375.0,2,1052 BV,3,Jacob Catskade 49 II,apartment
1974,82,http://www.funda.nl/koop/amsterdam/appartement-49809513-keizersgracht-489-e4/,575.0,2,1017 DM,3,Keizersgracht 489 E4,apartment
1936,77,http://www.funda.nl/koop/amsterdam/appartement-49886746-gaaspstraat-73-ii-iii/,395.0,2,1079 VD,3,Gaaspstraat 73 -II+III,apartment
2008,96,http://www.funda.nl/koop/amsterdam/appartement-49800941-hoofdweg-618/,345.0,3,1055 AB,4,Hoofdweg 618,apartment
1952,59,http://www.funda.nl/koop/amsterdam/appartement-49800474-jan-van-schaffelaarplantsoen-5-c/,219.0,2,1061 DK,3,Jan van Schaffelaarplantsoen 5 C,apartment
1927,57,http://www.funda.nl/koop/amsterdam/appartement-49894220-hoofdweg-369-ii/,225.0,1,1056 CP,2,Hoofdweg 369 -II,apartment
1655,182,http://www.funda.nl/koop/amsterdam/appartement-49819156-prinsengracht-773-d/,1.0,3,1017 JZ,5,Prinsengracht 773 D,apartment
2000,119,http://www.funda.nl/koop/amsterdam/appartement-49806867-de-lierhof-19/,500.0,2,1059 WB,5,De Lierhof 19,apartment
1912,115,http://www.funda.nl/koop/amsterdam/appartement-49815568-madurastraat-59-d-e/,490.0,4,1094 GG,5,Madurastraat 59 D+E,apartment
1934,49,http://www.funda.nl/koop/amsterdam/appartement-49802282-willem-de-zwijgerlaan-116-ii/,235.0,2,1056 JV,3,Willem de Zwijgerlaan 116 II,apartment
2012,93,http://www.funda.nl/koop/amsterdam/appartement-49801186-pieter-calandlaan-761/,250.0,3,1069 SC,4,Pieter Calandlaan 761,apartment
1908,90,http://www.funda.nl/koop/amsterdam/appartement-49895638-tweede-schinkelstraat-13-bv/,470.0,2,1075 TN,3,Tweede Schinkelstraat 13 bv,apartment
1882,134,http://www.funda.nl/koop/amsterdam/appartement-49802246-overtoom-461-hs/,735.0,2,1054 LE,4,Overtoom 461 hs,apartment
1983,101,http://www.funda.nl/koop/amsterdam/appartement-49802016-wamelstraat-135/,225.0,2,1106 DN,4,Wamelstraat 135,apartment
1906,120,http://www.funda.nl/koop/amsterdam/appartement-49804140-keizersgracht-294-f/,850.0,3,1016 EW,4,Keizersgracht 294 F,apartment
1886,81,http://www.funda.nl/koop/amsterdam/appartement-49815089-van-oldenbarneveldtstraat-17-iii/,475.0,2,1052 JP,4,Van Oldenbarneveldtstraat 17 III,apartment
1885,164,http://www.funda.nl/koop/amsterdam/appartement-49817418-da-costastraat-94-hs/,1.05,3,1053 ZS,5,Da Costastraat 94 hs,apartment
1977,149,http://www.funda.nl/koop/amsterdam/huis-49816841-geerdinkhof-86/,355.0,5,1103 PS,6,Geerdinkhof 86,house
2014,63,http://www.funda.nl/koop/amsterdam/appartement-49816195-amstelvlietstraat-311/,300.0,2,1096 GG,3,Amstelvlietstraat 311,apartment
1900,55,http://www.funda.nl/koop/amsterdam/appartement-49817562-van-alphenstraat-4-ii/,300.0,2,1053 WE,3,Van Alphenstraat 4 -II,apartment
1932,56,http://www.funda.nl/koop/amsterdam/appartement-49816505-erasmusgracht-7-hs/,265.0,1,1056 BB,2,Erasmusgracht 7 hs,apartment
2009,87,http://www.funda.nl/koop/amsterdam/appartement-49818850-confuciusplein-27/,235.0,2,1064 LG,3,Confuciusplein 27,apartment
1940,58,http://www.funda.nl/koop/amsterdam/appartement-49818897-elckerlijcstraat-10-i/,219.0,2,1055 AM,3,Elckerlijcstraat 10 I,apartment
1906,112,http://www.funda.nl/koop/amsterdam/appartement-49877486-prinseneiland-65-e/,595.0,2,1013 LM,4,Prinseneiland 65 -E,apartment
2009,122,http://www.funda.nl/koop/amsterdam/appartement-49548393-geer-ban-39/,279.9,3,1068 ZW,4,Geer Ban 39,apartment
1964,106,http://www.funda.nl/koop/amsterdam/huis-49816483-torenven-8/,475.0,4,1027 AM,5,Torenven 8,house
1968,85,http://www.funda.nl/koop/amsterdam/appartement-49619519-spanderswoudstraat-78/,185.0,3,1024 LE,4,Spanderswoudstraat 78,apartment
1976,58,http://www.funda.nl/koop/amsterdam/appartement-49743496-ophemerthof-57/,125.0,1,1106 VW,2,Ophemerthof 57,apartment
1983,61,http://www.funda.nl/koop/amsterdam/appartement-49783920-wamelstraat-56/,125.0,1,1106 DM,2,Wamelstraat 56,apartment
1906,39,http://www.funda.nl/koop/amsterdam/appartement-49706801-czaar-peterstraat-102-a-hs/,225.0,1,1018 PS,2,Czaar Peterstraat 102 A Hs,apartment
2008,117,http://www.funda.nl/koop/amsterdam/appartement-49785425-wolbrantskerkweg-141-pp/,299.5,2,1069 CL,4,Wolbrantskerkweg 141 + PP,apartment
1970,90,http://www.funda.nl/koop/amsterdam/appartement-49890651-vrijzicht-131/,239.5,1,1068 CH,2,Vrijzicht 131,apartment
1984,45,http://www.funda.nl/koop/amsterdam/appartement-49884930-aaf-bouberstraat-122/,145.0,2,1065 LW,3,Aaf Bouberstraat 122,apartment
1966,64,http://www.funda.nl/koop/amsterdam/appartement-49885869-ruys-de-beerenbrouckstraat-79/,175.0,2,1067 BM,3,Ruys de Beerenbrouckstraat 79,apartment
2010,156,http://www.funda.nl/koop/amsterdam/huis-49623817-korianderstraat-16/,274.0,3,1104 HR,5,Korianderstraat 16,house
1928,100,http://www.funda.nl/koop/amsterdam/appartement-49890144-newtonstraat-55-i/,465.0,4,1098 GZ,5,Newtonstraat 55 I,apartment
1995,104,http://www.funda.nl/koop/amsterdam/huis-49888688-monte-perdido-18/,289.0,3,1060 PB,5,Monte Perdido 18,house
2008,215,http://www.funda.nl/koop/amsterdam/huis-49867945-cornelis-zillesenlaan-84/,785.0,5,1086 ZK,8,Cornelis Zillesenlaan 84,house
1900,115,http://www.funda.nl/koop/amsterdam/huis-49809443-sloterkade-48/,735.0,2,1058 HG,4,Sloterkade 48,house
1966,87,http://www.funda.nl/koop/amsterdam/appartement-49816250-van-nijenrodeweg-499/,290.0,2,1082 HN,4,Van Nijenrodeweg 499,apartment
1966,64,http://www.funda.nl/koop/amsterdam/appartement-49892988-ruys-de-beerenbrouckstraat-35/,169.0,2,1067 BL,3,Ruys de Beerenbrouckstraat 35,apartment
2003,180,http://www.funda.nl/koop/amsterdam/huis-49709721-hebridenlaan-7/,465.0,4,1060 LS,5,Hebridenlaan 7,house
1895,68,http://www.funda.nl/koop/amsterdam/appartement-49819761-de-wittenstraat-103-4/,339.0,2,1052 AP,3,De Wittenstraat 103 4,apartment
2010,98,http://www.funda.nl/koop/amsterdam/appartement-49810034-rijswijkstraat-30/,329.0,2,1062 EE,3,Rijswijkstraat 30,apartment
1966,66,http://www.funda.nl/koop/amsterdam/appartement-49811687-de-egmondenstraat-199/,179.0,2,1024 SH,3,De Egmondenstraat 199,apartment
1900,42,http://www.funda.nl/koop/amsterdam/appartement-49813340-bentinckstraat-43-ii/,209.0,1,1051 GE,2,Bentinckstraat 43 II,apartment
1998,120,http://www.funda.nl/koop/amsterdam/huis-49768460-h-diesveldsingel-5/,329.0,3,1060 RL,4,H. Diesveldsingel 5,house
1918,85,http://www.funda.nl/koop/amsterdam/appartement-49814154-vrolikstraat-202-3/,450.0,3,1092 TT,4,Vrolikstraat 202 -3,apartment
1969,90,http://www.funda.nl/koop/amsterdam/appartement-49812108-het-laagt-40/,215.0,3,1025 GH,4,Het Laagt 40,apartment
2013,92,http://www.funda.nl/koop/amsterdam/appartement-85278936-willy-sluiterstraat-10/,285.0,3,1061 TH,4,Willy Sluiterstraat 10,apartment
1865,100,http://www.funda.nl/koop/amsterdam/huis-49890659-rustenburgerstraat-78/,619.0,3,1074 EX,4,Rustenburgerstraat 78,house
1892,495,http://www.funda.nl/koop/amsterdam/huis-49872971-plantage-middenlaan-36/,3.49,7,1018 DG,10,Plantage Middenlaan 36,house
2006,174,http://www.funda.nl/koop/amsterdam/huis-49884290-jan-olphert-vaillantlaan-65/,849.0,3,1086 XZ,6,Jan Olphert Vaillantlaan 65,house
2006,585,http://www.funda.nl/koop/amsterdam/huis-49882572-raasdorperweg/,2.0,4,1067 TH,9,Raasdorperweg,house
1906,113,http://www.funda.nl/koop/amsterdam/huis-49890024-tweede-bloemdwarsstraat-16/,885.0,3,1016 LM,5,Tweede Bloemdwarsstraat 16,house
1958,73,http://www.funda.nl/koop/amsterdam/huis-49809881-marten-corverhof-31/,200.0,2,1065 TH,3,Marten Corverhof 31,house
1995,107,http://www.funda.nl/koop/amsterdam/huis-49802711-willebroekstraat-12/,269.0,4,1066 WE,5,Willebroekstraat 12,house
2012,100,http://www.funda.nl/koop/amsterdam/huis-49802032-weesperzijde-1056/,650.0,2,1091 EJ,3,Weesperzijde 1056,house
1912,110,http://www.funda.nl/koop/amsterdam/appartement-49806296-johannes-verhulststraat-203-huis/,695.0,2,1075 HA,4,Johannes Verhulststraat 203 -huis,apartment
1962,146,http://www.funda.nl/koop/amsterdam/huis-49804663-van-der-boechorststraat-86/,545.0,4,1081 BW,5,Van der Boechorststraat 86,house
1899,293,http://www.funda.nl/koop/amsterdam/huis-49817693-van-breestraat-61/,2.25,3,1071 ZG,10,Van Breestraat 61,house
1910,61,http://www.funda.nl/koop/amsterdam/appartement-49814269-de-clercqstraat-34-ii/,350.0,2,1052 NG,3,De Clercqstraat 34 II,apartment
1987,105,http://www.funda.nl/koop/amsterdam/huis-49813830-zandpad-driemond-24-c/,259.0,3,1109 AG,5,Zandpad-Driemond 24 C,house
1954,190,http://www.funda.nl/koop/amsterdam/huis-48596498-berlagehof-14/,449.0,2,1067 NB,4,Berlagehof 14,house
1928,146,http://www.funda.nl/koop/amsterdam/huis-49815354-galileiplantsoen-60/,875.0,5,1098 NB,6,Galileïplantsoen 60,house
2003,166,http://www.funda.nl/koop/amsterdam/huis-48041968-sporadenlaan-103/,535.0,4,1060 MP,5,Sporadenlaan 103,house
2008,180,http://www.funda.nl/koop/amsterdam/huis-48135334-emmy-andriessestraat-438/,549.0,4,1087 LS,5,Emmy Andriessestraat 438,house
1961,138,http://www.funda.nl/koop/amsterdam/huis-85002586-arenborg-5/,1.45,2,1083 CE,3,Arenborg 5,house
2008,144,http://www.funda.nl/koop/amsterdam/huis-49477278-kweekhoven-33/,385.0,5,1068 ZT,6,Kweekhoven 33,house
2007,160,http://www.funda.nl/koop/amsterdam/huis-49649204-ben-van-meerendonkstraat-116-2xpp/,575.0,3,1087 LE,5,Ben van Meerendonkstraat 116 + 2xPP,house
1985,29,http://www.funda.nl/koop/amsterdam/appartement-49784906-daniel-defoelaan-74/,95.0,1,1102 ZK,1,Daniël Defoelaan 74,apartment
1906,313,http://www.funda.nl/koop/amsterdam/huis-49723078-singel-376/,2.1,4,1016 AH,9,Singel 376,house
2007,197,http://www.funda.nl/koop/amsterdam/huis-49798768-emmy-andriessestraat-32/,799.0,5,1087 MJ,6,Emmy Andriessestraat 32,house
1998,163,http://www.funda.nl/koop/amsterdam/huis-49730657-osdorperweg-824-d/,449.0,5,1067 TC,6,Osdorperweg 824 D,house
1906,127,http://www.funda.nl/koop/amsterdam/huis-49736511-durgerdammerdijk-133/,795.0,2,1026 CH,4,Durgerdammerdijk 133,house
1987,104,http://www.funda.nl/koop/amsterdam/huis-49875129-geerdinkhof-305/,250.0,3,1103 RA,4,Geerdinkhof 305,house
1896,40,http://www.funda.nl/koop/amsterdam/appartement-49867385-spaarndammerdijk-701/,215.0,1,1014 AE,2,Spaarndammerdijk 701,apartment
1906,54,http://www.funda.nl/koop/amsterdam/appartement-49808677-kerkstraat-11-v/,449.0,1,1017 GA,2,Kerkstraat 11 -V,apartment
1906,86,http://www.funda.nl/koop/amsterdam/appartement-49808678-kerkstraat-11-iv/,575.0,3,1017 GA,4,Kerkstraat 11 -IV,apartment
1906,82,http://www.funda.nl/koop/amsterdam/appartement-49808679-kerkstraat-11-iii/,545.0,3,1017 GA,4,Kerkstraat 11 -III,apartment
2005,85,http://www.funda.nl/koop/amsterdam/appartement-49893933-albatrospad-119/,275.0,3,1021 TR,4,Albatrospad 119,apartment
1625,91,http://www.funda.nl/koop/amsterdam/appartement-49864598-singel-138-a/,700.0,1,1015 AG,2,Singel 138 A,apartment
2003,112,http://www.funda.nl/koop/amsterdam/huis-49802267-jacques-veltmanstraat-109/,349.0,3,1065 DB,4,Jacques Veltmanstraat 109,house
1906,98,http://www.funda.nl/koop/amsterdam/appartement-85226925-beursstraat-31-i-v/,450.0,1,1012 JV,2,Beursstraat 31 I -V,apartment
1924,52,http://www.funda.nl/koop/amsterdam/appartement-49807202-oogststraat-77/,209.0,2,1097 ZS,3,Oogststraat 77,apartment
1958,73,http://www.funda.nl/koop/amsterdam/huis-49817485-ward-bingleystraat-71/,200.0,2,1065 TL,3,Ward Bingleystraat 71,house
2008,72,http://www.funda.nl/koop/amsterdam/appartement-49626921-evertsweertplantsoen-40/,195.0,1,1069 RL,2,Evertsweertplantsoen 40,apartment
2007,179,http://www.funda.nl/koop/amsterdam/huis-85184395-emanzana-80/,334.9,6,1103 AV,7,Emanzana 80,house
1906,77,http://www.funda.nl/koop/amsterdam/appartement-49797963-amstel-69-hs/,585.0,1,1018 EJ,2,Amstel 69 HS,apartment
2006,134,http://www.funda.nl/koop/amsterdam/huis-49895310-oeverzeggestraat-64/,549.0,4,1087 BV,5,Oeverzeggestraat 64,house
2003,69,http://www.funda.nl/koop/amsterdam/huis-49783110-nieuwe-prinsengracht-55-p/,399.0,2,1018 EG,5,Nieuwe Prinsengracht 55 P,house
1960,74,http://www.funda.nl/koop/amsterdam/appartement-85278772-burgemeester-cramergracht-132/,165.0,3,1064 AK,4,Burgemeester Cramergracht 132,apartment
1714,453,http://www.funda.nl/koop/amsterdam/huis-49805497-prinsengracht-687/,3.0,8,1017 JV,14,Prinsengracht 687,house
1959,63,http://www.funda.nl/koop/amsterdam/appartement-49895180-grote-ruwenberg-7-ii/,205.0,2,1083 BR,3,Grote Ruwenberg 7 II,apartment
1983,64,http://www.funda.nl/koop/amsterdam/appartement-47021788-vianenstraat-154/,135.0,1,1106 DE,2,Vianenstraat 154,apartment
1936,49,http://www.funda.nl/koop/amsterdam/appartement-49883136-uiterwaardenstraat-187-ii/,235.0,1,1079 CM,2,Uiterwaardenstraat 187 II,apartment
2011,126,http://www.funda.nl/koop/amsterdam/appartement-49882859-carolina-macgillavrylaan-61-pp/,530.0,4,1098 XA,5,Carolina MacGillavrylaan 61 + PP,apartment
1899,166,http://www.funda.nl/koop/amsterdam/appartement-49897540-overtoom-312-iii-iv/,849.0,4,1054 JD,7,Overtoom 312 III/IV,apartment
1923,52,http://www.funda.nl/koop/amsterdam/appartement-49899066-henriette-ronnerplein-11-i/,260.0,1,1073 KS,2,Henriëtte Ronnerplein 11 I,apartment
1969,90,http://www.funda.nl/koop/amsterdam/appartement-49893795-het-laagt-36/,215.0,3,1025 GH,4,Het Laagt 36,apartment
1923,70,http://www.funda.nl/koop/amsterdam/appartement-49800291-korte-meerhuizenstraat-2-ii/,325.0,2,1078 TL,3,Korte Meerhuizenstraat 2 II,apartment
2015,170,http://www.funda.nl/koop/amsterdam/appartement-49809050-haparandaweg-742-pp/,1.19,2,1013 BD,3,Haparandaweg 742 +PP,apartment
2013,89,http://www.funda.nl/koop/amsterdam/appartement-49805508-daniel-stalpertstraat-39/,650.0,2,1072 XA,3,Daniël Stalpertstraat 39,apartment
1983,34,http://www.funda.nl/koop/amsterdam/appartement-49800861-tidorestraat-98/,150.0,1,1095 HM,1,Tidorestraat 98,apartment
1876,93,http://www.funda.nl/koop/amsterdam/appartement-49808296-eerste-boerhaavestraat-22-hs/,575.0,3,1091 SC,5,Eerste Boerhaavestraat 22 hs,apartment
1959,63,http://www.funda.nl/koop/amsterdam/appartement-49806108-bouvigne-28-ii/,205.0,2,1083 BP,3,Bouvigne 28 II,apartment
2006,115,http://www.funda.nl/koop/amsterdam/appartement-49808127-jan-van-zutphenstraat-515/,299.0,3,1069 RS,4,Jan van Zutphenstraat 515,apartment
1921,46,http://www.funda.nl/koop/amsterdam/appartement-49800096-cornelis-krusemanstraat-59-hs/,255.0,1,1075 NH,2,Cornelis Krusemanstraat 59 hs,apartment
1975,104,http://www.funda.nl/koop/amsterdam/appartement-49729952-kattenburgerstraat-190/,439.0,3,1018 JJ,4,Kattenburgerstraat 190,apartment
2006,99,http://www.funda.nl/koop/amsterdam/appartement-49726413-amstelveenseweg-984-c/,529.0,2,1081 JR,3,Amstelveenseweg 984 C,apartment
